epoch,train_loss,val_loss,val_f1,val_precision,val_recall,val_threshold,candidate
53,0.3088177229676928,0.2730800747871399,0.8181818181818182,0.703125,0.9782608695652174,0.845,FTTransformer|Weighted BCE
54,0.292134165763855,0.29224485754966734,0.8165137614678899,0.7063492063492064,0.967391304347826,0.9149999999999999,FTTransformer|Weighted BCE
55,0.30711651487009867,0.28575698137283323,0.8125,0.6893939393939394,0.9891304347826086,0.8499999999999999,FTTransformer|Weighted BCE
56,0.29587783770901815,0.29483418464660643,0.8177777777777778,0.6917293233082706,1.0,0.8899999999999999,FTTransformer|Weighted BCE
57,0.2724875059156191,0.27737083435058596,0.8161434977578476,0.6946564885496184,0.9891304347826086,0.8749999999999999,FTTransformer|Weighted BCE
58,0.29917403984637486,0.2616971284151077,0.8181818181818182,0.703125,0.9782608695652174,0.83,FTTransformer|Weighted BCE
59,0.29556496086574735,0.26214671432971953,0.8181818181818182,0.703125,0.9782608695652174,0.83,FTTransformer|Weighted BCE
60,0.31563543067091987,0.2723614007234573,0.8161434977578476,0.6946564885496184,0.9891304347826086,0.83,FTTransformer|Weighted BCE
1,0.05560827955958389,0.04061314016580582,0.7425742574257426,0.6818181818181818,0.8152173913043478,0.635,FTTransformer|Focal Loss
2,0.040224065471972735,0.03352547287940979,0.7684729064039408,0.7027027027027027,0.8478260869565217,0.575,FTTransformer|Focal Loss
3,0.03711505163283575,0.03148809187114239,0.772093023255814,0.6747967479674797,0.9021739130434783,0.61,FTTransformer|Focal Loss
4,0.035592137436781614,0.030828405171632767,0.7777777777777778,0.6774193548387096,0.9130434782608695,0.6,FTTransformer|Focal Loss
5,0.036387713271237555,0.030532586574554443,0.7757009345794392,0.680327868852459,0.9021739130434783,0.61,FTTransformer|Focal Loss
6,0.035605305894499735,0.030210794508457185,0.7841409691629956,0.6592592592592592,0.967391304347826,0.5099999999999999,FTTransformer|Focal Loss
7,0.03370019429851146,0.030141236260533333,0.7860262008733624,0.656934306569343,0.9782608695652174,0.5149999999999999,FTTransformer|Focal Loss
8,0.03363467673105853,0.029709821194410325,0.7927927927927928,0.676923076923077,0.9565217391304348,0.5449999999999999,FTTransformer|Focal Loss
9,0.032534430779161905,0.029276831820607186,0.7927927927927928,0.676923076923077,0.9565217391304348,0.57,FTTransformer|Focal Loss
10,0.032509676313826015,0.028599506616592406,0.8018867924528302,0.7083333333333334,0.9239130434782609,0.635,FTTransformer|Focal Loss
11,0.03355704363258112,0.02964782193303108,0.7892376681614349,0.6717557251908397,0.9565217391304348,0.3499999999999999,FTTransformer|Focal Loss
12,0.03115036879621801,0.02808651439845562,0.8,0.6991869918699187,0.9347826086956522,0.6,FTTransformer|Focal Loss
13,0.030391625527824675,0.028746186196804045,0.8018018018018018,0.6846153846153846,0.967391304347826,0.58,FTTransformer|Focal Loss
14,0.03265008818180788,0.03062344416975975,0.7981651376146789,0.6904761904761905,0.9456521739130435,0.62,FTTransformer|Focal Loss
15,0.03100124045851685,0.026717226952314377,0.7982062780269058,0.6793893129770993,0.967391304347826,0.43499999999999994,FTTransformer|Focal Loss
16,0.029972484778790248,0.026453569531440735,0.8,0.6766917293233082,0.9782608695652174,0.4649999999999999,FTTransformer|Focal Loss
17,0.030305202961677595,0.02641471102833748,0.8036529680365296,0.6929133858267716,0.9565217391304348,0.48499999999999993,FTTransformer|Focal Loss
18,0.02883724495768547,0.031190385669469835,0.7873303167420814,0.6744186046511628,0.9456521739130435,0.3549999999999999,FTTransformer|Focal Loss
19,0.030245361140086538,0.026952605322003366,0.8018433179723502,0.696,0.9456521739130435,0.565,FTTransformer|Focal Loss
